MM,YYYY,Date,HRS,MIN,Nest_Type,Nest_Disturbance,Y,X
1,2023,1/16/2023,4,40,False_Crawls,Non_Nesting,-3.0722386,126.5502521
1,2023,1/16/2023,23,28,Nesting_Individu,Secure,-3.0721434,126.5597849
1,2023,1/17/2023,22,38,Nesting_Individu,Secure,-3.0722754,126.5494782
1,2023,1/20/2023,2,0,Nesting_Individu,Secure,-3.0719756,126.5649716
1,2023,1/22/2023,21,20,False_Crawls,Non_Nesting,-3.0724168,126.5435701
1,2023,1/25/2023,23,45,Nesting_Individu,Secure,-3.0721013,126.5323153
1,2023,1/26/2023,0,16,Nesting_Individu,Secure,-3.0719983,126.5669381
1,2023,1/26/2023,4,20,Nest,Predated,-3.0722812,126.5491739
1,2023,1/29/2023,23,30,False_Crawls,Non_Nesting,-3.0722222,126.5519171
1,2023,1/30/2023,22,30,False_Crawls,Non_Nesting,-3.0723537,126.553699
2,2023,2/1/2023,21,23,False_Crawls,Non_Nesting,-3.07239,126.5408387
2,2023,2/2/2023,0,37,Nesting_Individu,Secure,-3.0721776,126.5597472
2,2023,2/2/2023,2,50,Nesting_Individu,Secure,-3.069105,126.6182428
2,2023,2/2/2023,3,29,Nesting_Individu,Secure,-3.0723245,126.5459135
2,2023,2/4/2023,23,40,False_Crawls,Non_Nesting,-3.0695979,126.6228941
2,2023,2/5/2023,8,34,False_Crawls,Non_Nesting,-3.0699313,126.5819649
2,2023,2/7/2023,2,21,False_Crawls,Non_Nesting,-3.0719778,126.5619749
2,2023,2/11/2023,7,30,Nest,Secure,-3.0694748,126.5858668
2,2023,2/12/2023,6,5,Nest,Secure,-3.0719307,126.5643265
2,2023,2/15/2023,3,40,False_Crawls,Non_Nesting,-3.0722935,126.5568087
2,2023,2/15/2023,2,21,Nesting_Individu,Secure,-3.0720136,126.5623092
2,2023,2/15/2023,7,30,False_Crawls,Non_Nesting,-3.0667434,126.6088311
2,2023,2/16/2023,2,0,Nesting_Individu,Secure,-3.0686521,126.6148304
2,2023,2/18/2023,7,19,Nest,Secure,-3.0650763,126.604635
2,2023,2/20/2023,11,17,Nesting_Individu,Secure,-3.0687384,126.6149058
2,2023,2/21/2023,1,3,Nesting_Individu,Secure,-3.0719359,126.565895
2,2023,2/21/2023,21,19,Nesting_Individu,Secure,-3.0649361,126.6043306
2,2023,2/24/2023,10,10,False_Crawls,Non_Nesting,-3.0722499,126.5529135
2,2023,2/27/2023,4,50,False_Crawls,Non_Nesting,-3.0721728,126.5591174
3,2023,3/7/2023,23,49,Nesting_Individu,Secure,-3.0708949,126.5736724
3,2023,3/13/2023,4,2,False_Crawls,Non_Nesting,-3.0723791,126.544971
3,2023,3/15/2023,0,8,Nesting_Individu,Secure,-3.0689864,126.6178502
3,2023,3/16/2023,2,9,False_Crawls,Non_Nesting,-3.0723781,126.5531625
3,2023,3/16/2023,22,40,False_Crawls,Non_Nesting,-3.0703815,126.6326515
3,2023,3/17/2023,2,30,Nesting_Individu,Secure,-3.0724278,126.5551957
3,2023,3/17/2023,21,40,False_Crawls,Non_Nesting,-3.0693297,126.6206379
3,2023,3/18/2023,23,9,Nesting_Individu,Secure,-3.0693523,126.62084
3,2023,3/21/2023,3,0,False_Crawls,Non_Nesting,-3.0716008,126.57031
3,2023,3/24/2023,3,0,Nesting_Individu,Secure,-3.0720437,126.5660631
3,2023,3/30/2023,23,51,Nesting_Individu,Secure,-3.0699479,126.6261347
3,2023,3/31/2023,23,54,False_Crawls,Non_Nesting,-3.0697767,126.6252935
4,2023,4/1/2023,0,15,False_Crawls,Non_Nesting,-3.0700317,126.6267134
4,2023,4/1/2023,1,40,False_Crawls,Non_Nesting,-3.0706216,126.6336845
4,2023,4/1/2023,23,40,Nesting_Individu,Secure,-3.0692029,126.6197007
4,2023,4/3/2023,4,30,Nest,Secure,-3.0723479,126.5548864
4,2023,4/3/2023,3,26,False_Crawls,Non_Nesting,-3.0724073,126.5415595
4,2023,4/4/2023,3,11,False_Crawls,Non_Nesting,-3.0708893,126.5733365
4,2023,4/5/2023,23,7,False_Crawls,Non_Nesting,-3.0725078,126.5432045
4,2023,4/8/2023,1,11,False_Crawls,Non_Nesting,-3.0695834,126.6224012
4,2023,4/12/2023,4,42,Nest,Secure,-3.0685275,126.6139599
4,2023,4/13/2023,0,3,False_Crawls,Non_Nesting,-3.0691638,126.6187397
4,2023,4/13/2023,23,6,False_Crawls,Non_Nesting,-3.0699719,126.6268549
4,2023,4/14/2023,1,6,Nest,Secure,-3.06993,126.6260356
4,2023,4/19/2023,22,35,False_Crawls,Non_Nesting,-3.071945,126.5621014
4,2023,4/20/2023,23,14,Nesting_Individu,Secure,-3.0719253,126.5655108
4,2023,4/22/2023,9,19,Nest,Secure,-3.0721144,126.5629244
4,2023,4/24/2023,21,59,False_Crawls,Non_Nesting,-3.069796,126.6242786
4,2023,4/25/2023,23,28,Nesting_Individu,Secure,-3.0686872,126.6143865
4,2023,4/29/2023,21,47,False_Crawls,Non_Nesting,-3.0688963,126.6171467
5,2023,5/2/2023,2,8,Nesting_Individu,Secure,-3.0723999,126.5463645
5,2023,5/6/2023,12,0,Nest,Secure,-3.0722321,126.5581937
5,2023,5/7/2023,5,0,False_Crawls,Non_Nesting,-3.0689615,126.6174113
5,2023,5/7/2023,22,30,Nesting_Individu,Secure,-3.0703859,126.6313287
5,2023,5/10/2023,22,32,False_Crawls,Non_Nesting,-3.0721651,126.5470513
5,2023,5/12/2023,23,42,Nesting_Individu,Secure,-3.072048,126.5625073
5,2023,5/13/2023,1,14,Nesting_Individu,Secure,-3.0720436,126.5624992
5,2023,5/13/2023,5,0,False_Crawls,Non_Nesting,-3.06836,126.6129656
5,2023,5/14/2023,23,17,Nest,Secure,-3.0723983,126.5557351
5,2023,5/14/2023,23,30,False_Crawls,Non_Nesting,-3.0700371,126.6271535
5,2023,5/14/2023,23,54,Nesting_Individu,Predated,-3.071222,126.5712055
5,2023,5/15/2023,1,27,Nesting_Individu,Secure,-3.0713335,126.5707867
5,2023,5/17/2023,1,25,Nesting_Individu,Secure,-3.0693974,126.6208804
5,2023,5/17/2023,2,15,False_Crawls,Non_Nesting,-3.0692053,126.6192072
5,2023,5/18/2023,23,38,False_Crawls,Non_Nesting,-3.070993,126.5728327
5,2023,5/19/2023,10,36,Nest,Secure,-3.072006,126.5669623
5,2023,5/19/2023,22,20,False_Crawls,Non_Nesting,-3.0704416,126.6319153
5,2023,5/20/2023,3,8,Nesting_Individu,Secure,-3.0699706,126.6266663
5,2023,5/20/2023,21,50,False_Crawls,Non_Nesting,-3.069272,126.6192456
5,2023,5/21/2023,0,12,Nest,Secure,-3.0719896,126.5654877
5,2023,5/22/2023,23,10,Nesting_Individu,Secure,-3.0722147,126.5596148
5,2023,5/23/2023,21,44,Nesting_Individu,Secure,-3.0696533,126.6231318
5,2023,5/24/2023,9,20,Nest,Secure,-3.0699014,126.6248505
5,2023,5/25/2023,23,41,False_Crawls,Non_Nesting,-3.0670457,126.6097931
5,2023,5/26/2023,21,50,Nest,Secure,-3.0692735,126.6198934
5,2023,5/28/2023,21,59,Nesting_Individu,Secure,-3.0698831,126.6252877
5,2023,5/28/2023,23,8,Nest,Secure,-3.0722823,126.5574764
5,2023,5/29/2023,0,31,False_Crawls,Non_Nesting,-3.0695503,126.6227003
5,2023,5/29/2023,3,6,Nest,Secure,-3.0720698,126.561324
5,2023,5/29/2023,3,40,Nest,Secure,-3.0722491,126.5586166
5,2023,5/29/2023,3,30,Nest,Secure,-3.0723716,126.54731
5,2023,5/30/2023,1,10,Nesting_Individu,Secure,-3.0721063,126.5614013
5,2023,5/31/2023,2,31,Nesting_Individu,Secure,-3.0698155,126.6251634
5,2023,5/31/2023,22,0,Nesting_Individu,Secure,-3.0692233,126.6193786
5,2023,5/31/2023,21,20,False_Crawls,Non_Nesting,-3.068999,126.6175405
6,2023,6/2/2023,2,53,Nest,Secure,-3.0721787,126.5578549
6,2023,6/3/2023,1,34,False_Crawls,Non_Nesting,-3.0690452,126.6180708
6,2023,6/3/2023,2,8,Nesting_Individu,Secure,-3.0719285,126.5665125
6,2023,6/3/2023,3,3,Nesting_Individu,Secure,-3.0719966,126.5669532
6,2023,6/4/2023,22,32,Nesting_Individu,Secure,-3.0696452,126.6231735
6,2023,6/4/2023,23,45,Nest,Secure,-3.0697807,126.6246088
6,2023,6/5/2023,2,54,Nesting_Individu,Secure,-3.0719313,126.5675223
6,2023,6/5/2023,4,21,Nesting_Individu,Predated,-3.0719066,126.5672581
6,2023,6/6/2023,23,28,Nesting_Individu,Secure,-3.0696486,126.6224147
6,2023,6/6/2023,23,30,Nest,Secure,-3.0720188,126.5621709
6,2023,6/7/2023,23,16,Nesting_Individu,Secure,-3.0703028,126.6293853
6,2023,6/8/2023,22,24,False_Crawls,Non_Nesting,-3.07041,126.6313991
6,2023,6/8/2023,22,50,Nest,Secure,-3.0720361,126.5629927
6,2023,6/8/2023,23,47,Nesting_Individu,Predated,-3.0654225,126.6057297
6,2023,6/9/2023,22,30,False_Crawls,Non_Nesting,-3.0699842,126.6270003
6,2023,6/9/2023,23,37,Nesting_Individu,Secure,-3.0696889,126.6237455
6,2023,6/10/2023,2,27,False_Crawls,Non_Nesting,-3.0692279,126.6201778
6,2023,6/10/2023,3,56,Nesting_Individu,Secure,-3.0690436,126.6173891
6,2023,6/10/2023,4,15,Nesting_Individu,Secure,-3.0688083,126.6155103
6,2023,6/10/2023,5,2,False_Crawls,Non_Nesting,-3.0699411,126.6262137
6,2023,6/10/2023,5,7,False_Crawls,Non_Nesting,-3.0700542,126.6271577
6,2023,6/11/2023,3,22,Nest,Lost,-3.071946,126.5634581
6,2023,6/11/2023,3,40,False_Crawls,Non_Nesting,-3.0696118,126.6230229
6,2023,6/11/2023,22,19,False_Crawls,Non_Nesting,-3.0691278,126.6179796
6,2023,6/11/2023,22,20,Nesting_Individu,Secure,-3.0720338,126.5623576
6,2023,6/12/2023,1,19,Nesting_Individu,Secure,-3.0699251,126.6263196
6,2023,6/12/2023,3,13,Nesting_Individu,Secure,-3.0695543,126.6228562
6,2023,6/12/2023,23,20,False_Crawls,Non_Nesting,-3.070484,126.6326194
6,2023,6/12/2023,23,45,False_Crawls,Non_Nesting,-3.0723357,126.5468942
6,2023,6/13/2023,23,40,Nesting_Individu,Secure,-3.0693003,126.6203433
6,2023,6/16/2023,0,4,Nesting_Individu,Secure,-3.0693485,126.6208184
6,2023,6/16/2023,2,45,Nest,Secure,-3.0720119,126.5637008
6,2023,6/16/2023,23,43,Nest,Secure,-3.0724565,126.5449761
6,2023,6/17/2023,0,10,Nesting_Individu,Secure,-3.0690843,126.6182646
6,2023,6/17/2023,6,19,Nest,Secure,-3.0656331,126.6063829
6,2023,6/17/2023,22,0,Nesting_Individu,Secure,-3.0722543,126.5373894
6,2023,6/19/2023,0,0,Nest,Secure,-3.0723332,126.5561636
6,2023,6/19/2023,0,58,Nesting_Individu,Secure,-3.0693981,126.6214779
6,2023,6/21/2023,23,34,Nesting_Individu,Secure,-3.0724814,126.546957
6,2023,6/22/2023,7,45,Nest,Secure,-3.065655,126.6062901
6,2023,6/22/2023,7,28,Nest,Secure,-3.0655411,126.606094
6,2023,6/22/2023,8,13,Nest,Secure,-3.0646044,126.6035334
6,2023,6/22/2023,21,15,Nesting_Individu,Secure,-3.0702048,126.6288814
6,2023,6/22/2023,23,15,Nesting_Individu,Secure,-3.0705308,126.6337152
6,2023,6/23/2023,23,8,Nesting_Individu,Secure,-3.0684581,126.6139005
6,2023,6/23/2023,23,45,False_Crawls,Non_Nesting,-3.0668149,126.6093494
6,2023,6/25/2023,1,55,Nesting_Individu,Secure,-3.0692441,126.6205019
6,2023,6/25/2023,3,40,Nesting_Individu,Secure,-3.0699336,126.6254003
6,2023,6/25/2023,20,16,False_Crawls,Non_Nesting,-3.0702003,126.6287433
6,2023,6/25/2023,22,1,Nesting_Individu,Secure,-3.0695949,126.6229597
6,2023,6/26/2023,0,3,False_Crawls,Non_Nesting,-3.0706305,126.6367553
6,2023,6/26/2023,0,6,False_Crawls,Non_Nesting,-3.0700119,126.6283164
6,2023,6/26/2023,2,29,False_Crawls,Non_Nesting,-3.0720023,126.5618562
6,2023,6/26/2023,8,31,Nest,Secure,-3.0683853,126.5893863
6,2023,6/27/2023,1,51,False_Crawls,Non_Nesting,-3.0719877,126.5629722
6,2023,6/27/2023,3,15,Nesting_Individu,Secure,-3.0719606,126.5641343
6,2023,6/27/2023,4,23,Nest,Secure,-3.0720175,126.563266
6,2023,6/27/2023,5,43,False_Crawls,Non_Nesting,-3.071311,126.5716285
6,2023,6/28/2023,1,39,Nesting_Individu,Secure,-3.070334,126.6302211
6,2023,6/29/2023,1,31,False_Crawls,Non_Nesting,-3.07103,126.5729238
6,2023,6/29/2023,2,58,Nesting_Individu,Secure,-3.0706353,126.5745158
6,2023,6/29/2023,4,40,Nesting_Individu,Secure,-3.0704097,126.5760872
6,2023,6/29/2023,8,15,Nest,Secure,-3.069572,126.585333
6,2023,6/30/2023,0,10,Nesting_Individu,Secure,-3.0719277,126.5627925
6,2023,6/30/2023,1,12,Nesting_Individu,Secure,-3.0705056,126.6337189
6,2023,6/30/2023,1,50,False_Crawls,Non_Nesting,-3.0690677,126.6187905
6,2023,6/30/2023,3,7,False_Crawls,Non_Nesting,-3.0697344,126.6249337
6,2023,6/30/2023,3,17,Nest,Secure,-3.0719618,126.5648648
6,2023,6/30/2023,4,26,False_Crawls,Non_Nesting,-3.0702603,126.6296785
6,2023,6/30/2023,7,20,False_Crawls,Non_Nesting,-3.0649231,126.6043526
6,2023,6/30/2023,22,15,False_Crawls,Non_Nesting,-3.0716402,126.5698919
7,2023,7/2/2023,3,14,Nesting_Individu,Secure,-3.0692916,126.6194806
7,2023,7/3/2023,3,5,False_Crawls,Non_Nesting,-3.0702946,126.577507
7,2023,7/3/2023,21,38,False_Crawls,Non_Nesting,-3.0692665,126.6204914
7,2023,7/4/2023,0,30,Nesting_Individu,Secure,-3.066156,126.6076657
7,2023,7/4/2023,1,26,False_Crawls,Non_Nesting,-3.0670801,126.6096783
7,2023,7/4/2023,1,47,Nesting_Individu,Secure,-3.0719725,126.5652839
7,2023,7/4/2023,2,45,Nesting_Individu,Secure,-3.0688456,126.6154905
7,2023,7/4/2023,3,38,False_Crawls,Non_Nesting,-3.070387,126.6304286
7,2023,7/4/2023,4,0,Nesting_Individu,Secure,-3.0691745,126.6181019
7,2023,7/4/2023,21,18,Nesting_Individu,Secure,-3.0689524,126.6175137
7,2023,7/4/2023,21,57,False_Crawls,Non_Nesting,-3.070202,126.5767494
7,2023,7/4/2023,23,40,Nesting_Individu,Secure,-3.0700232,126.6278755
7,2023,7/5/2023,1,8,Nesting_Individu,Secure,-3.0699665,126.6269953
7,2023,7/5/2023,2,57,Nesting_Individu,Secure,-3.0696612,126.6236075
7,2023,7/5/2023,22,20,False_Crawls,Non_Nesting,-3.0690183,126.6176334
7,2023,7/6/2023,21,30,Nesting_Individu,Secure,-3.0689112,126.6169416
7,2023,7/6/2023,22,40,Nesting_Individu,Secure,-3.0695695,126.6222475
7,2023,7/7/2023,22,39,Nesting_Individu,Secure,-3.0721023,126.5622739
7,2023,7/7/2023,23,14,Nesting_Individu,Secure,-3.068763,126.6165242
7,2023,7/7/2023,23,44,Nest,Secure,-3.0723089,126.5557024
7,2023,7/8/2023,22,16,Nesting_Individu,Secure,-3.0701318,126.6281836
7,2023,7/9/2023,8,16,Nest,Secure,-3.0655956,126.6061646
7,2023,7/10/2023,4,8,False_Crawls,Non_Nesting,-3.0715912,126.5700727
7,2023,7/10/2023,4,20,False_Crawls,Non_Nesting,-3.0710044,126.5726249
7,2023,7/10/2023,22,52,False_Crawls,Non_Nesting,-3.0718842,126.5639792
7,2023,7/11/2023,0,31,Nesting_Individu,Secure,-3.0691437,126.619005
7,2023,7/11/2023,1,4,Nesting_Individu,Secure,-3.06926,126.6190608
7,2023,7/11/2023,23,11,Nest,Secure,-3.071894,126.5644033
7,2023,7/12/2023,3,10,Nesting_Individu,Secure,-3.0724442,126.5445947
7,2023,7/12/2023,8,26,False_Crawls,Non_Nesting,-3.0709147,126.5729668
7,2023,7/13/2023,0,10,Nesting_Individu,Secure,-3.0703638,126.6304425
7,2023,7/13/2023,3,41,Nesting_Individu,Secure,-3.0689702,126.6167215
7,2023,7/13/2023,23,40,False_Crawls,Non_Nesting,-3.0689563,126.6175441
7,2023,7/14/2023,1,15,Nesting_Individu,Secure,-3.0703141,126.6306744
7,2023,7/14/2023,23,46,Nesting_Individu,Secure,-3.0723648,126.5542323
7,2023,7/15/2023,2,30,False_Crawls,Non_Nesting,-3.0702167,126.6291568
7,2023,7/15/2023,4,20,Nesting_Individu,Secure,-3.0719929,126.5634172
7,2023,7/15/2023,10,9,False_Crawls,Non_Nesting,-3.0717143,126.57682
7,2023,7/16/2023,1,27,Nesting_Individu,Secure,-3.0699221,126.6263766
7,2023,7/16/2023,4,10,Nest,Secure,-3.0697194,126.6237236
7,2023,7/16/2023,4,45,Nesting_Individu,Secure,126.6237236,126.6131402
7,2023,7/17/2023,16,36,Nesting_Individu,Secure,-3.0695295,126.6220961
7,2023,7/18/2023,0,50,Nesting_Individu,Secure,-3.0695418,126.6224909
7,2023,7/18/2023,2,38,Nesting_Individu,Secure,-3.0691402,126.6180171
7,2023,7/18/2023,6,54,False_Crawls,Non_Nesting,-3.0655542,126.6061696
7,2023,7/20/2023,3,50,False_Crawls,Non_Nesting,-3.0719282,126.565017
7,2023,7/21/2023,2,29,Nesting_Individu,Secure,-3.0719706,126.5662595
7,2023,7/21/2023,4,15,Nesting_Individu,Secure,-3.0688155,126.6159303
7,2023,7/21/2023,5,4,False_Crawls,Non_Nesting,-3.0718305,126.5665079
7,2023,7/21/2023,22,55,Nesting_Individu,Secure,-3.070546,126.6347185
7,2023,7/22/2023,0,37,Nesting_Individu,Secure,-3.0718516,126.5650238
7,2023,7/23/2023,1,30,Nesting_Individu,Secure,-3.0719548,126.5664136
7,2023,7/23/2023,1,10,Nesting_Individu,Secure,-3.0694521,126.6213707
7,2023,7/23/2023,2,4,False_Crawls,Non_Nesting,-3.0701958,126.6286556
7,2023,7/23/2023,3,20,Nesting_Individu,Secure,-3.0692647,126.6189483
7,2023,7/24/2023,1,16,Nesting_Individu,Secure,-3.0695091,126.6218064
7,2023,7/25/2023,21,50,Nesting_Individu,Secure,-3.0695887,126.6236641
7,2023,7/26/2023,3,0,False_Crawls,Non_Nesting,-3.0724537,126.5450248
7,2023,7/26/2023,22,50,Nesting_Individu,Secure,-3.0694457,126.6212607
7,2023,7/27/2023,7,52,Nesting_Individu,Secure,-3.065759,126.6066004
7,2023,7/27/2023,8,10,False_Crawls,Non_Nesting,-3.0645427,126.6031647
7,2023,7/27/2023,14,32,Nesting_Individu,Secure,-3.0698715,126.6251824
7,2023,7/27/2023,23,27,Nest,Secure,-3.0722878,126.5573757
7,2023,7/28/2023,1,7,Nesting_Individu,Secure,-3.0697799,126.6247964
7,2023,7/29/2023,18,9,Nesting_Individu,Secure,-3.0708647,126.5733062
7,2023,7/31/2023,18,20,Nesting_Individu,Secure,-3.0694463,126.6210046
8,2023,8/1/2023,1,34,Nesting_Individu,Secure,-3.0694193,126.621745
8,2023,8/1/2023,7,30,Nest,Secure,-3.0652089,126.6052249
8,2023,8/1/2023,23,15,Nesting_Individu,Secure,-3.0720277,126.5626261
8,2023,8/4/2023,2,27,Nesting_Individu,Secure,-3.0723219,126.5478975
8,2023,8/5/2023,22,40,Nesting_Individu,Secure,-3.0691943,126.6185335
8,2023,8/6/2023,4,20,Nesting_Individu,Secure,-3.0692822,126.6203593
8,2023,8/6/2023,15,4,Nest,Secure,-3.065886,126.6070491
8,2023,8/6/2023,22,22,False_Crawls,Non_Nesting,-3.0707432,126.5737965
8,2023,8/7/2023,21,40,False_Crawls,Non_Nesting,-3.0705548,126.6341332
8,2023,8/8/2023,22,9,Nesting_Individu,Secure,-3.0683148,126.6127849
8,2023,8/10/2023,12,30,Nesting_Individu,Secure,-3.0691311,126.6180755
8,2023,8/10/2023,1,16,False_Crawls,Non_Nesting,-3.0697439,126.6244292
8,2023,8/11/2023,4,30,False_Crawls,Non_Nesting,-3.0690743,126.6179633
8,2023,8/11/2023,5,25,Nest,Secure,-3.0719743,126.5664365
8,2023,8/13/2023,22,50,False_Crawls,Non_Nesting,-3.0722331,126.5466839
8,2023,8/15/2023,2,20,Nest,Secure,-3.068066,126.6120055
8,2023,8/15/2023,23,41,Nest,Secure,-3.070248,126.6287963
8,2023,8/16/2023,7,59,Nest,Secure,-3.06421,126.6022737
8,2023,8/17/2023,6,30,False_Crawls,Non_Nesting,-3.0689207,126.5875446
8,2023,8/19/2023,23,25,False_Crawls,Non_Nesting,-3.0698289,126.6248917
8,2023,8/20/2023,21,15,Nesting_Individu,Secure,-3.0719475,126.5653432
8,2023,8/23/2023,22,14,Nesting_Individu,Secure,-3.0697183,126.6240967
8,2023,8/24/2023,4,20,Nesting_Individu,Secure,-3.0696805,126.6244047
8,2023,8/25/2023,6,43,Nest,Secure,-3.0653818,126.6055757
8,2023,8/25/2023,3,20,Nest,Secure,-3.0698104,126.6259425
8,2023,8/26/2023,4,30,Nesting_Individu,Secure,-3.0687473,126.6161126
8,2023,8/29/2023,23,0,Nesting_Individu,Secure,-3.0697231,126.6235804
8,2023,8/30/2023,2,0,False_Crawls,Non_Nesting,-3.0724482,126.543149
8,2023,8/31/2023,21,0,Nesting_Individu,Secure,-3.071931,126.5649374
9,2023,9/4/2023,21,32,False_Crawls,Non_Nesting,-3.0688958,126.6155072
9,2023,9/11/2023,22,21,Nest,Secure,-3.069097,126.618511
9,2023,9/12/2023,22,13,Nesting_Individu,Secure,-3.065062,126.6049898
9,2023,9/18/2023,22,10,Nesting_Individu,Secure,-3.069217,126.6192913
